company_name,RSSD_ID,RefinedAddress,City,State,Pin,webAddress,YearOpened,FiduciaryPowers,EntityType,PowersExercised,MemberFederalReserve,InstitutionType,FederalRegulator,S-Corp,Specialization
"Family Federal Savings, F.A.",969974,130 Whalon Street,Fitchburg,Massachusetts,1420,www.familyfederal.com,1877,No,Federal,No,No,Savings Association,OCC,No,Mortgage Lending Specialization
Fidelity Co-operative Bank,933377,9 Leominster Blvd,Leominster,Massachusetts,1453,www.fidelitybankonline.com,1888,No,State,No,No,Savings bank,FDIC,No,Commercial Lending Specialization
"Cornerstone Bank, Inc.",978239,101 West Main Street,West Union,West Virginia,26456,www.cornerstonebankwv.com,1934,No,State,No,No,Commercial bank,FDIC,No,Other Specialized Lending < 1 Billion
"Summit Community Bank, Inc",2372774,310 North Main Street,Moorefield,West Virginia,26836,mysummit.com,1995,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Country Bank,1191482,"655 Third Avenue, 9th Floor",New York,New York,10017,www.countrybankny.com,1988,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"OceanFirst Bank, National Association",85472,975 Hooper Avenue,Toms River,New Jersey,8753,www.oceanfirst.com,1902,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
ANB Bank,828651,3033 East First Avenue,Denver,Colorado,80206,,1964,Yes,State,Yes,Yes,Commercial bank,FED,Yes,Commercial Lending Specialization
TCF National Bank,266271,2508 South Louise Avenue,Sioux Falls,South Dakota,57106,www.tcfbank.com,1923,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Clarkston State Bank,2735173,5800 South Main Street,Clarkston,Michigan,48346,www.clarkstonstatebank.com,1998,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"Waterford Bank, N.A.",3588424,3900 N. Mccord Rd,Toledo,Ohio,43617,www.waterfordbankna.com,2007,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Community Bank & Trust,2851185,575 South Main Street,Ashland City,Tennessee,37015,www.communitybankandtrustonline.com,1999,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Reliant Bank,3415463,1736 Carothers Pkwy,Brentwood,Tennessee,37027,www.reliantbank.com,2006,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Two River Community Bank,2888789,766 Shrewsbury Avenue,Tinton Falls,New Jersey,7724,www.tworiverbank.com,2000,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"OceanFirst Bank, National Association",85472,975 Hooper Avenue,Toms River,New Jersey,8753,www.oceanfirst.com,1902,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Carolina Trust Bank,2966614,901 East Main Street,Lincolnton,North Carolina,28092,www.carolinatrust.com,2000,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
CresCom Bank,3013823,288 Meeting Street,Charleston,South Carolina,29401,www.haveanicebank.com,2001,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Bank of Commerce,322850,24 West Division Street,Stilwell,Oklahoma,74960,,1931,No,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
Carson Community Bank,539452,24 West Division Street,Stilwell,Oklahoma,74960,,1903,No,State,No,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
Scotiabank de Puerto Rico,716413,290 Jesus T. Pinero Avenue,San Juan,Puerto Rico,918,,1979,Yes,State,Yes,No,Commercial bank,FDIC,No,All Other Specialization  > 1 Billion
Oriental Bank,245276,254 Munoz Rivera Avenue,San Juan,Puerto Rico,918,www.orientalbank.com,1965,Yes,State,Yes,No,Commercial bank,FDIC,No,All Other Specialization  > 1 Billion
TransCapital Bank,2835756,8850 W Oakland Park Blvd,Sunrise,Florida,33351,,1999,No,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
POWER FINANCIAL CREDIT UNION,289681,2020 NW 150th Avenue,Pembroke Pines,FL,33028,,1951,,,,,Credit Union,NCUA,,
Farmers State Bank of Danforth,41937,Front And Adams Streets,Danforth,Illinois,60930,www.fsbdanforth.com,1915,No,State,No,No,Commercial bank,FDIC,No,Agricultural  Specialization
First Trust Bank of Illinois,2718596,275 East Court Street,Kankakee,Illinois,60901,www.firsttrustbankil.com,1998,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Virginia Community Bank,105222,408 East Main Street,Louisa,Virginia,23093,www.virginiacommunitybank.com,1976,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"Blue Ridge Bank,  National Association",233527,1 East Market Street,Martinsville,Virginia,24112,www.mybrb.com,2000,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
First Covenant Bank,3470864,1731 N Elm St,Commerce,Georgia,30529,www.myfcbusa.com,2006,No,State,No,No,Commercial bank,FDIC,No,Other Specialized Lending < 1 Billion
"First Century Bank, National Association",2997748,807 Dorsey Street,Gainesville,Georgia,30501,www.myfirstcenturybank.com,2002,Yes,Federal,No,Yes,Commercial bank,OCC,No,Other Specialized Lending < 1 Billion
Commercial State Bank,2823230,113-115 West Second Street,Donalsonville,Georgia,39845,www.commercialstatebank.net,1999,No,State,No,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
Georgia Community Bank,2823221,250 East Lee Street,Dawson,Georgia,39842,,1999,No,State,No,No,Commercial bank,FDIC,Yes,All Other Specialization  < 1 Billion
BankLiberty,379171,16 West Franklin Street,Liberty,Missouri,64068,www.banklibertykc.com,1955,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Central Bank of the Midwest,704559,609 Ne 291 Hwy,Lees Summit,Missouri,64086,,1985,Yes,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
"First Trust & Savings Bank of Albany, Illinois",583138,209 South Main Street,Albany,Illinois,61230,www.efirsttrust.com,1902,No,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
Morton Community Bank,825146,721 West Jackson Street,Morton,Illinois,61550,www.hometownbanks.com,1961,Yes,State,Yes,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
SunTrust Bank,675332,"303 Peachtreet Street, Northeast",Atlanta,Georgia,30308,,1891,Yes,State,Yes,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Truist Bank,852320,214 N Tryon St,Charlotte,North Carolina,28202,www.BBT.com,1872,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Security Home Bank,210452,147 Center Avenue,Malmo,Nebraska,68040,www.shbmalmo.com,1934,No,State,No,No,Commercial bank,FDIC,No,Agricultural  Specialization
Cornerstone Bank,403151,529 North Lincoln Avenue,York,Nebraska,68467,www.cornerstoneconnect.com,1882,Yes,State,Yes,Yes,Commercial bank,FED,Yes,Agricultural  Specialization
First State Bank of Ashby,299251,110 Main Street,Ashby,Minnesota,56309,www.fsbashby.com,1900,No,State,No,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
"VIKING BANK, NATIONAL ASSOCIATION",484776,4277 Dakota Street,Alexandria,Minnesota,56308,www.vikingbankmn.com,1981,No,Federal,No,Yes,Commercial bank,OCC,Yes,Commercial Lending Specialization
First State Bank of Colfax,805447,100 North Walnut Street,Colfax,Iowa,50054,www.fsbankcolfax.com,1933,No,State,No,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
Bank Iowa,187947,"1225 Jordan Creek Parkway, Suite 200",West Des Moines,Iowa,50266,,1923,Yes,State,Yes,Yes,Commercial bank,FED,Yes,Agricultural  Specialization
Oritani Bank,2376,370 Pascack Road,Township Of Washington,New Jersey,7676,www.oritani.com,1911,No,State,No,No,Savings bank,FDIC,No,Commercial Lending Specialization
Valley National Bank,229801,615 Main Avenue,Passaic,New Jersey,7055,valley.com,1927,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
"DNB First, National Association",71318,4 Brandywine Avenue,Downingtown,Pennsylvania,19335,https://www.dnbfirst.com/,1861,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
S&T Bank,936426,800 Philadelphia Street,Indiana,Pennsylvania,15701,www.stbank.com,1902,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Rockford Bank and Trust Company,3303917,4571 Guilford Road,Rockford,Illinois,61107,,2005,Yes,State,Yes,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Illinois Bank & Trust,2339900,6855 East Riverside Boulevard,Rockford,Illinois,61114,www.illinoisbank.com,1995,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Pinnacle Bank,3383599,"14287 North 87th Street, Suite 123",Scottsdale,Arizona,85260,www.pinnaclebankaz.com,2005,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
ARIZONA FEDERAL CREDIT UNION,133074,PO Box 60070,Phoenix,AZ,85082,,1936,,,,,Credit Union,NCUA,,
Oritani Bank,2376,370 Pascack Road,Township Of Washington,New Jersey,7676,www.oritani.com,1911,No,State,No,No,Savings bank,FDIC,No,Commercial Lending Specialization
Old Line Bank,1401387,1525 Pointer Ridge Place,Bowie,Maryland,20716,www.oldlinebank.com,1989,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"WesBanco Bank, Inc.",645625,One Bank Plaza,Wheeling,West Virginia,26003,www.wesbanco.com,1870,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
The First and Farmers Bank,696551,509 Parke Avenue,Portland,North Dakota,58274,www.ffbnk.com,1886,No,State,No,No,Commercial bank,FDIC,No,Agricultural  Specialization
First State Bank,917050,423 Broadway,Buxton,North Dakota,58218,www.firststatebanks.com,1885,No,State,No,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
First Delta Bank,713140,214 Hester Parker Drive,Marked Tree,Arkansas,72365,www.firstdeltabank.com,1951,No,State,No,Yes,Commercial bank,FED,No,Agricultural  Specialization
Armor Bank,168571,715 N Washington,Forrest City,Arkansas,72335,,1919,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
West Texas State Bank,167864,1501 West University Boulevard,Odessa,Texas,79764,www.wtstatebk.com,1937,Yes,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
City Bank,575254,5219 City Bank Parkway,Lubbock,Texas,79407,,1984,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
The First National Bank of Paducah,1014965,Tenth And Bacus Streets,Paducah,Texas,79248,www.fnbpaducah.com,1909,No,Federal,No,Yes,Commercial bank,OCC,No,Agricultural  Specialization
Wellington State Bank,371362,1000 Eighth Street,Wellington,Texas,79095,www.wellingtonsb.com,1906,Yes,State,No,Yes,Commercial bank,FED,Yes,Agricultural  Specialization
First Bank of Newton,332055,128 East Broadway Street,Newton,Kansas,67114,www.firstbankks.com,1873,No,State,No,No,Commercial bank,FDIC,Yes,Consumer Lending Specialization
"Intrust Bank, National Association",557858,105 North Main Street,Wichita,Kansas,67202,www.intrustbank.com,1876,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Pony Express Community Bank,646958,3702 Faraon Street,Saint Joseph,Missouri,64506,www.ponyexpr.com,1975,No,State,No,No,Commercial bank,FDIC,No,Agricultural  Specialization
First Option Bank,285852,601 Main Street,Osawatomie,Kansas,66064,www.firstoptionbank.com,1923,Yes,State,Yes,Yes,Commercial bank,FED,Yes,All Other Specialization  < 1 Billion
Iowa State Savings Bank,849647,222 East Robinson Street,Knoxville,Iowa,50138,www.issbank.com,1903,Yes,State,Yes,Yes,Commercial bank,FED,Yes,Agricultural  Specialization
Marion County State Bank,97943,800 Main Street,Pella,Iowa,50219,www.marioncountybank.com,1935,Yes,State,Yes,No,Commercial bank,FDIC,Yes,Agricultural  Specialization
Bank of Prescott,967943,East 2nd And Main Streets,Prescott,Arkansas,71857,www.bankofprescott.com,1904,Yes,State,No,No,Commercial bank,FDIC,No,All Other Specialization  < 1 Billion
Farmers Bank & Trust Company,12946,200 East Main Street,Magnolia,Arkansas,71753,,1906,Yes,State,Yes,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Shore Community Bank,2539081,1012 Hooper Avenue,Toms River,New Jersey,8753,,1997,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
1st Constitution Bank,1412619,2650 Route 130,Cranbury,New Jersey,8512,www.1stconstitution.com,1989,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Community Bank and Trust of Florida,2655495,1603 Southwest 19th Avenue,Ocala,Florida,34471,cbtfl.com,1998,Yes,State,Yes,No,Commercial bank,FDIC,No,Other Specialized Lending < 1 Billion
MIDFLORIDA CREDIT UNION,101381,129 S Kentucky Ave,Lakeland,FL,33801,http://www.midflorida.com,1954,,,,,Credit Union,NCUA,,
First Alliance Bank,2848756,"51 Germantown Court, Suite 100",Cordova,Tennessee,38018,www.fabtn.com,1999,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Guaranty Bank and Trust Company,84541,210 N. Hayden St,Belzoni,Mississippi,39038,www.gbtonline.com,1943,Yes,State,Yes,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
Choice Bank,3455236,1041 N. Westhaven Dr,Oshkosh,Wisconsin,54904,,2006,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Nicolet National Bank,2941068,111 N. Washington Street,Green Bay,Wisconsin,54301,www.nicoletbank.com,2000,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
The Union Bank,144436,305 North Main Street,Marksville,Louisiana,71351,www.union-bank.com,1910,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
First Guaranty Bank,422433,400 East Thomas Street,Hammond,Louisiana,70401,,1934,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Citizens State Bank,877154,3915 Ssw Loop 323,Tyler,Texas,75701,www.mybankcsb.com,1967,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
"Spirit of Texas Bank, SSB",260868,625 University Drive,College Station,Texas,77840,www.sotb.com,1976,No,State,No,No,Savings bank,FDIC,No,Commercial Lending Specialization
City National Bank of New Jersey,567905,54 Halsey Street,Newark,New Jersey,7102,www.citynatbank.com,1973,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Industrial Bank,536527,4812 Georgia Avenue Nw,Washington,District Of Columbia,20011,www.industrial-bank.com,1934,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
River Town Bank,639343,102 North Front Street,Dardanelle,Arkansas,72834,www.rivertownbank.com,1934,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Chambers Bank,517049,901 Main Street,Danville,Arkansas,72833,www.chambers-bank.com,1930,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
KeyBank National Association,280110,127 Public Square,Cleveland,Ohio,44114,www.key.com,1849,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Countryside Bank,225335,6734 Joliet Road,Countryside,Illinois,60525,www.bankcountryside.com,1975,No,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
"Hinsdale Bank & Trust Company, National Association",2119773,25 East First Street,Hinsdale,Illinois,60521,www.hinsdalebank.com,1993,Yes,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Bank of York,359838,301 Broad Street,York,Alabama,36925,www.bankyork.com,1911,No,State,No,No,Commercial bank,FDIC,Yes,Commercial Lending Specialization
"Investar Bank, National Association",3449066,7244 Perkins Road,Baton Rouge,Louisiana,70808,www.investarbank.com,2006,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Atlantic Stewardship Bank,527507,630 Godwin Avenue,Midland Park,New Jersey,7432,,1985,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Columbia Bank,174572,19-01 Route 208,Fair Lawn,New Jersey,7410,www.columbiabankonline.com,1926,No,Federal,No,No,Savings Association,OCC,No,Commercial Lending Specialization
United Bank,633501,151 Asylum Street,Hartford,Connecticut,6103,www.bankatunited.com,1858,Yes,State,No,No,Savings bank,FDIC,No,Commercial Lending Specialization
"People's United Bank, National Association",613307,850 Main Street,Bridgeport,Connecticut,6604,www.peoples.com,1988,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
LegacyTexas Bank,878898,5851 Legacy Drive,Plano,Texas,75024,www.legacytexas.com,2006,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Prosperity Bank,664756,1301 North Mechanic Street,El Campo,Texas,77437,www.prosperitybankusa.com,1949,Yes,State,Yes,No,Commercial bank,FDIC,No,Commercial Lending Specialization
The First National Bank of Wynne,988845,528 East Merriman Avenue,Wynne,Arkansas,72396,www.fnbwynne.com,1915,Yes,Federal,Yes,Yes,Commercial bank,OCC,No,Agricultural  Specialization
First Financial Bank,48374,315 West Main Street,El Dorado,Arkansas,71730,https://www.ffb1.com,1934,Yes,State,Yes,Yes,Commercial bank,FED,Yes,Agricultural  Specialization
River Cities Bank,2518497,1601 Lincoln Street,Wisconsin Rapids,Wisconsin,54494,www.rivercitiesbank.com,1997,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Prevail Bank,27070,675 E. Broadway Ave.,Medford,Wisconsin,54451,,1935,No,Federal,No,No,Savings Association,OCC,No,Mortgage Lending Specialization
Trinity Bank,3424483,1479 West Main Street,Dothan,Alabama,36302,www.trinitybankusa.com,2006,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
River Bank & Trust,3437157,2611 Legends Drive,Prattville,Alabama,36066,www.riverbankandtrust.com,2006,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
AltaPacific Bank,3453737,4845 Old Redwood Highway,Santa Rosa,California,95403,www.apbconnect.com,2006,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
Banner Bank,352772,10 South First Avenue,Walla Walla,Washington,99362,www.bannerbank.com,1890,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Vantage Bank of Alabama,3488869,407 North Broad Street,Albertville,Alabama,35950,https://www.vantagebankal.com,2006,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
First Southern State Bank,246134,80 Bank Street,Stevenson,Alabama,35772,www.fssbank.com,1910,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
First Florida Bank,3525577,2000 Ninety-Eight Palms Blvd.,Destin,Florida,32541,,2006,No,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
"The First, A National Banking Association",2385514,6480 Us-98 West,Hattiesburg,Mississippi,39402,www.thefirstbank.com,1996,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
Fort Gibson State Bank,186856,South Lee Street And Maple Avenue,Fort Gibson,Oklahoma,74434,www.fortgibsonstatebank.com,1973,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Firstar Bank,427353,1720 East Cherokee Street,Sallisaw,Oklahoma,74955,www.firstar-bank.com,1964,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
"Republic Bank, Inc.",316354,4929 Decker Road,Duluth,Minnesota,55811,www.bankrepublic.com,1978,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
National Bank of Commerce,775456,1127 Tower Avenue,Superior,Wisconsin,54880,www.nbcbanking.com,1934,No,Federal,No,Yes,Commercial bank,OCC,Yes,Commercial Lending Specialization
The First National Bank of Jackson,620015,1126 Main Street,Jackson,Kentucky,41339,www.firstnationalbankjackson.com,1909,No,Federal,No,Yes,Commercial bank,OCC,No,All Other Specialization  < 1 Billion
Citizens Deposit Bank & Trust,344816,Second & Main Street,Vanceburg,Kentucky,41179,https://www.cdbt.com,1930,Yes,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
State Bank,926342,801 S. Main St,Gresham,Wisconsin,54128,,1908,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
AbbyBank,198149,401 East Spruce Street,Abbotsford,Wisconsin,54405,www.abbybank.com,1968,No,State,No,No,Commercial bank,FDIC,No,Agricultural  Specialization
Columbia National Bank,1006344,700 Colombia Centre,Columbia,Illinois,62236,www.columbianationalbank.com,1976,Yes,Federal,No,Yes,Commercial bank,OCC,Yes,Commercial Lending Specialization
FCB Banks,1459717,800 Belt Line Rd,Collinsville,Illinois,62234,www.fcbbanks.com,1990,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Resolute Bank,3461264,3425 Briarfield Boulevard Suite 100,Maumee,Ohio,43537,resolutefsb.com,2006,No,Federal,No,No,Savings Association,OCC,No,Commercial Lending Specialization
Buckeye State Bank,870913,9494 Wedgewood Boulevard,Powell,Ohio,43065,,1885,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Louisa Community Bank,3462449,4393 Highway 2565,Louisa,Kentucky,41230,www.BankLCB.com,2006,No,State,No,No,Commercial bank,FDIC,No,Commercial Lending Specialization
Kentucky Farmers Bank Corporation,683814,2500 Broadway,Catlettsburg,Kentucky,41129,www.kentuckyfarmersbank.com,1931,Yes,State,Yes,No,Commercial bank,FDIC,Yes,All Other Specialization  < 1 Billion
Continental National Bank,837037,1801 S.W. 1st Street,Miami,Florida,33135,https://www.continentalbank.com,1974,No,Federal,No,Yes,Commercial bank,OCC,No,Commercial Lending Specialization
First American Bank,850036,700 Busse Road,Elk Grove Village,Illinois,60007,www.firstambank.com,1901,Yes,State,Yes,No,Commercial bank,FDIC,Yes,All Other Specialization  > 1 Billion
First State Bank of Colorado,277053,102 East Bridge Street,Hotchkiss,Colorado,81419,www.firststatebank-co.com,1930,Yes,State,Yes,Yes,Commercial bank,FED,No,Commercial Lending Specialization
United Business Bank,3281510,500 Ygnacio Valley Road Suite 200,Walnut Creek,California,94596,www.unitedbusinessbank.com,2004,Yes,State,No,Yes,Commercial bank,FED,No,Commercial Lending Specialization
The Citizens State Bank of Taylor County,960533,36 Martin Luther King Drive,Reynolds,Georgia,31076,,1922,No,State,No,No,Commercial bank,FDIC,Yes,All Other Specialization  < 1 Billion
Georgia Community Bank,2823221,250 East Lee Street,Dawson,Georgia,39842,,1999,No,State,No,No,Commercial bank,FDIC,Yes,All Other Specialization  < 1 Billion
